language	premise	hypothesis	label
cni	Irooperosanori niyojeitakotempi oka kapichaji panteri kitaiteripeeki.	Okajeiti $100.000 osheki antatearori ipinayetiri anteari kireki oka kashiriki.	neutral
cni	Jee, iro eirorik ajati antero jampakie eiro amatiro ayeero okatiayeetata shiakomentotsi kempejipee jero oka abisayetatsiri akoasanotakeri akemeri.	Arisanotake, tsame amenatiero ashi abisayetatsiri nampitsipee.	contradiction
cni	eee, ooo, jee, otimimotimpi kamantatatsiri kantatsiri timatsi oka onijantantatsiri jero aririka aparoni koshinti yaretakea aisati itotero kajemamentotsi	Timatsi aparo okajemanteari otimotirori onijantantatsiri.	entailment
cni	Arike okantea aneabakapinitea ibankojaniki niritsori inkajareki aisati asabikanake apite kitaiteri ara.	Tsame pankoshintsiki Minnesota.	neutral
cni	Pipayetakeri ojisanota abisantearori ashi 85 kashi.	Najeitiro nantiro intanakaro 80 osarentsi.	entailment
cni	Ooo, ariorika nojate namenero shiakantsiki jero nantero nojate noya impoiji asabikake aisati añaanatero oka	¡Tekatsi nokoi nojate namenero oka shiakantsi!	contradiction
cni	jeri iriori osheki o kapichaji iyoti kiatsiri, piyoti aisati ikantake eiro yamanantashitatsi	Irioperoori kirekiki timatsi kiatsiripee.	entailment
cni	Aisati, nokemake,yantajeitake tee ikibantajeriji ishaninkapee ikoajeibeta ipeajea kitamarori.	Tee ikibantanajeri ishaninka.	entailment
cni	Aparo nobeake apite, maba arakomentotsi nosabikantabeitarini ara, jero, uh, nabisake ñaantamentotsi.	Apite arakomentotsi opeaka okantaiteatantanakari.	neutral
cni	Okantari irointi, otimini 158 okarayetiri aisati otimatie notsiparero, noipiajero notsipatajearo, otsiparenpa aisati eiro namashitantajaro.	Otimatie notsopayero aisati noipiajero nobankajero.	entailment
cni	Okantana isha otinanaka, jero oirinkanaka antaimentotsiki, anibetaka abotsiki aisati okatiapaka ara.	Karani isaikane tinkamintsiki.	contradiction
cni	Tee inkoajeite itime yoyajeite.	Maaroni itsaroajeitake yoipjiayetantajeari ikempoyakata.	contradiction
cni	Akoakantero tampea jitakantiri irashi osheki obakotantatsiree onijantirori ashi nampitsipee kameetsa yantayeri.	Ora shiakamentotsi ashi nampitsi kaari katsini amitakotantatsine omatanteari obakotantatsiri imaperotea.	contradiction
cni	¿Timatsi aparo kenkeshireantsi tekatsi iroori kaarii okamantantempi?	¿Paitakea kaari oñaanatakotantari iroori yora jobentsi?	neutral
cni	Jero opoña iroori osabikapaake, aisati, piotake, ikanta ikamantanti, jeri ikantaka iñaabetakari yoka atiri, jeri atiri yanijeiti, iintsipaite.	Iroori iroosati oñaanatiri okarajeitiri antabetita okantakotiri shirampari shiajatsari.	neutral
cni	ee, ¿paitake pikemisantantarori kamantantsi kityonkari Springs okantakotiro kamantantsi iyoteri asabikaketa?	¿Keariokea kamantantatsiri nampitsipeekii tee amenakoteri atiripee ikamanteriri?	neutral
cni	Irootake noashirenetantari.	Pikanta kameetsa impoiji aparo orea.	neutral
cni	kempeitaka, ojisanotaka,irointi omapeerotaka, oka...	Arijentaji.	contradiction
cni	Aisati, noyaake pamitakotena yantayeteri betsikatsane jero obametantsi ashi Civic Theatre iroakera oka osarentsi.	Ora Teatro Civico okoi 1 $ miyon oka osarentsiki.	neutral
cni	ooo-ooo ooo iroori kameetsa iroori piyotakero irointi atiri iroori osabikamotashiyetapempa iroori oñatsatashitakantapempa	Tee onkoeji osabikimoteri kaari iyotane.	contradiction
cni	Jee, nokantapinintii ari okamake, kameetsa, nokantapininti ari ikamake, ipiaje kempe otsiti ikantanakea	Nokamakerika, nokanti nopeanakea kempe aparo otsiti.	entailment
cni	jee, irootake ashi oka tonkariki akaratatieri sabikatsiri nampitsijaniki irinti kaari kameetsatatsi	Tee nayeji kameetsa nonkarateri jeraka.	entailment
cni	Jee aisati aparoni jaoka okantea nokempoyaero timatsi kempe meeka irointi kitaiteri otimantari amapokero ashi iroori	Tekatsi antatsane kitaiteriki otimantakari.	contradiction
cni	¿Arikea osaikanajii Augustaki impoiji okaki?	¿Osabikanaji Augustaki otimantakari kantashiyetantsipee?	neutral
cni	Oka yamenetiro jero kameetsaitake pankirentsipee ashi 3,3 acres antyaroite otsipataro kameetsaperori ikenkeshireari inchateakimashi, kamantakotirori pankirentsipee jero antirori kantakotirori.	Oka itimantetari otimi aparo osheki pankirentsi.	entailment
cni	Tee niyoteji, ojitari, kameetsa onintimotakena nokenketsatakaempi aisati otimimotempi kameetsa tsiteniri.	¡Noakantempiro otime kitaiteri kameetsa! Kameetsaitake nosankentakempi impokirotsaki.	contradiction
cni	Irori icharinkiro paperi aisati yoakero impanekiki, imorekakero pamari aisati iitakero samanpoki impanekiki, aisati ishebatiro samanpoki aka.	Itsaroasanotake itantakarori, imatitaro yantitaro.	contradiction
cni	iro niotake aparopee,osheki saiteripee nampitsijaniki, tee okameetsateji	Irointi maaroni kametsa nampitsikipee.	neutral
cni	Tee aneroji irooperori kamantatsi.	Nokoi osheki kamantantsi ashi nonkoanteari paita otsipapee shiakomentotsi nokoiri namananteri.	neutral
cni	Otimini tsompoi.	Nokenkeshireabeta jataji, iro kantaincha osabikanaji.	neutral
cni	Tee niyojeite irinti aparoni U2 aisati tekatsi iyotakoterone oka aparo U2.	¡Niyojeitake maaroni okantakotiri ashi U2!	contradiction
cni	Aisati narori kameetsa nokantaka, ¡aisati oka irootake maaroni!	Nokantantakari jee, nokantake nabakayempa ora kitaiteriki.	neutral
cni	pipeakotenaro nopinatashitakari noneayetakeri. Ora kantakotiriri jananeki, iro eiro apinatirotsi okempetaro sotsiki itimita janenikipee.	Ishentayetirita jobentsibe irointi kaari pinapetotacha ijoketirita.	entailment
cni	Okantari irointi, otimini 158 okarayetiri aisati otimatie notsiparero, noipiajero notsipatajearo, otsiparenpa aisati eiro namashitantajaro.	Otimatie notsopayero arakomentotsipee aisati noipiajero nobankajero.	neutral
cni	Nosaikantabeitarini, Texas aparo otiimotironi konitsa koni irinka.	Nosabikaiti Texas osarentsiki 80.	neutral
cni	Eiro pisaikanake ara.	Monkara pijataje pibankoki pikoirika.	neutral
cni	Otimini tsompoi.	Iroori okanta otimake kempeji.	entailment
cni	Iriori tee imatea ijate.	Tee ishineyeteri ijate onijayetata timayetsiri.	neutral
cni	ooo, jee, aisati narori nonkanteme, oka, nobarashiyetearo, niobetaka ikantemeri, oka, ineajetero aparopee pokajeitaitatsiri kempe, kantakea	Keariotake tee niyote ijokajeite.	contradiction
cni	aisati osheki o kapichaki nonebetari inchatoshi iro kantaincha eiro amitakotanatsi	Aririka namenajero ishabiniji 'Black Eyed Pea'.	neutral
cni	Iro, pamenatie, pikenkeshirempa.	Irootake okantari nokenkeshireari.	entailment
cni	Jero inetajro oka pankotsi ashitaka maamentotsi ojitarika, imatanteari isabike, aisati itimaiti otsapiki Broad Street.	Isabikini aparonitatsi Main street aparoni opimantayetata.	contradiction
cni	Jeempa jaokaki, mmm..., notsaroanake.	Oka irootake okantakotiri abakerori.	entailment
cni	Noipiajenero nokajemero Ramona nosampitero ora… ojita… pitsonkakayenaro… chora nosampiteri antayetiri.	Nokoabeta nosampiterome aparo Ramona.	entailment
cni	ooo, jee, aisati narori nonkanteme, oka, nobarashiyetearo, niobetaka ikantemeri, oka, ineajetero aparopee pokajeitaitatsiri kempe, kantakea	I'll Fly Away irootake shiakantsi nonebetari jero namenapinitiro tsonkitaiteripeeki.	neutral
cni	mmm..., kameetsa, aisati narori nokanteme timayeetatsi otsipapee materone toteroneri, piyotiro, eiro narori, kaari koachaneri itoyeeteri anta	Nokanteme otsipapee toyetacharipee.	entailment
cni	Ajatiero 58 % kirekiki pimantantsari, ojokanake 32 % ajero amitakotantsi pikarabintsare kempe abiro.	Oka bekarantapemparone osarentsi antero apimantero ikiantetari.	neutral
cni	Irointi aparo karaitero; otimi sabikatsiri shiamentosiki.	Irointi tomirishi katsitrinkajenkari.	contradiction
cni	Intantanakarori okameetsati iroosati okantaro meeka irointi iroopeerori nianki itimita abintantatsiri ashi nampitsi, apaniro obametantsipanko irashi abintantatsiri ashi Indiana onijantiro kimoshire timimotirori.	Eiro otimitsi otsipa obametantsipanko ashi abintamentotsi anta Indiana aka koni osarentsi.	neutral
cni	Jee, iro eirorik ajati antero jampakie eiro amatiro ayeero okatiayeetata shiakomentotsi kempejipee jero oka abisayetatsiri akoasanotakeri akemeri.	Tee nonkoajeitero jampakia nonebejeitaro abitsatiripeee anampisato aisati tee otime osabikayetitapee.	entailment
cni	Jaoka Urban ijatantaitari Vietnam, aparo nabakajeitaka kapichaji osarentsi. ikanti JoAnn.	JoAnn jeri Urban yabakantabeitari aparo kashiri ijatake Vietnam.	neutral
cni	Antayeetir amenirori osarentsiki okantakotiri ashi Sociedad Maennerchor okantakotiri pokapinitatsiri jitaperotachari obametantsipankoki.	Ora Sociedad Maennerchor yamitakotakero Bill Gates.	contradiction
cni	Ora kamantakotiri obamerentsi okimotanaji 12% intanakaro 1992-92, onijantakotirori okimotanake inetakeri.	Ora kamantakotirori sankenatakotantatsiri okimotanake katsini.	entailment
cni	pineanatakero The firm	¿Pineanatake La Firma?	entailment
cni	Jee, eiro nantiro kameetsa, ¿paita abisaintsiri peaintsari chakopiiteriki abisanaintsiri?¿jaoka ikarati jokaintsiripee? ¿aparopee kapichaji sheki jokaintsiripee?	Abisake otsapataka ashi 99%.	contradiction
cni	...piatakea otimantari kapichaji jitakariri yakameetsatanteari irashi koshinti jero obamantatsiri.	Tekatsi ikarabintsare koshinti jero obamantatsiripee.	contradiction
cni	Aisati opoña, aparosati maaroni oiminkiakea, pimatea poijatero ara.	Monkara poijatero aririnka oiminkiakea maaroni.	entailment
cni	¡Okameetsasanoterika aririka pikantea pijate obametantsipanko jero pamenanotea abirori antakeri osheki osarentsi jero pikamater pikimoshitasanotakeri ashi aakeri!	Otimatie pikibantero obametantsipanko jero pineaitero antayetata pampoyamtsi antayetakeri.	neutral
cni	Jee, jee, jee, piyotake, tee ojitimotenaji otimimobetakenarika aparo pinakotantatsiri.	Eiro opomerentsitatsi asampitakobentatiero aririka omatakea opinatakotea.	neutral
cni	Iriori tee imatea ijate.	Iriori iritake intakarori ikantetakeri aisati iñaakero antayetachari.	contradiction
cni	Irashi ikoiri yantakeri, ikantiro yamitakoyetiri yoyakotiro apatoakantatsiri, iyobetaka ajero nampitsipee apatotempa.	Ikemake apatoantatsiri opero isabiketa kameetssa atiri antyrikonakitapaintsiri nampitsiki.	neutral
cni	aja, pijitakanti ee ee poashirete o pikimoshirete pantabetakeri abisayetatsiri ayeetiro kamantantsiki	Nokantashita tee pineajekateroji abisayetatsiri.	contradiction
cni	Ooo, ariorika nojate namenero shiakantsiki jero nantero nojate noya impoiji asabikake aisati añaanatero oka	Monkara ajate oyaa obanarontsi tsimokinto impoiji amenero shiakantsi pajitachari Oscar.	neutral
cni	Aisati, nokemake,yantajeitake tee ikibantajeriji ishaninkapee ikoajeibeta ipeajea kitamarori.	Ipeakotanakari ikibanteri ishaninka intantanakarori manintantsipee.	neutral
cni	Oka, kameetsaitake, okantea... oshintsire oshekianake, ashekianake iroosati nojantanteari otsipasatiki.	Kempeitaka osamanite okanteani.	contradiction
cni	keario, nokimoshitasanotake nokemantakari timatsi tsipataakenaneri	Iroori kameetsa osabikakakena iroosati noñantakaro timatsi otsipatari.	entailment
cni	¿Pitsipatajero pimishitakari ashijei?	Nokantashireakaempi pimishitari pikarajeitana.	contradiction
cni	Jee,otimimotana aparo apatotari ashi pashitantatsiri	Otimimotana aparo apatotari pantashitantatsiri nojateta.	entailment
cni	Oka irootake katsimotakenari.	Namashitake.	entailment
cni	jero ooo kearisanotake pikimoshirete	Kearisanotake nobesanotaro.	entailment
cni	Bekarantapakaro kibantosato, 18 ashi yompiriiteri, opariake inkani jero tektsi pokatsine antachaneri ashi kenketsarentsi, pampoyantsipee jeri abisayetatsiri, Keepers of the Lore/Joseph Campbell, oka osarentsi.	Opariake ora kibantosato abisanaintsiri.	entailment
cni	ooo-ooo ooo iroori kameetsa iroori piyotakero irointi atiri iroori osabikamotashiyetapempa iroori oñatsatashitakantapempa	Iroori oñatsa poquer o blackjack, iro oñatsatari aisati scrabble.	neutral
cni	Ora CIA aake shiakantsi jero anakero Naciones Unidas kitaiteriki otsipani.	Ora CIA okempoyakero shiakantsi irashijei.	contradiction
cni	Ora opinaro obetsikata oka pankotsipee okimotake jampkia amananteroneripee ipinatakobentiro, irootake timakaeri jero amitakotantsi apnirope otsipasatopee jatayetsiripe.	Ora isabikayetita okoayeti koayetachari antantankeari.	entailment
cni	Jaoka Urban ijatantaitari Vietnam, aparo nabakajeitaka kapichaji osarentsi. ikanti JoAnn.	JoAnn ikanti oka jero Urban tee osamanite itsipatabakaempa ijatake Vietnam.	entailment
cni	P.D.: Ipaakeri iroopetake ashi 85.º kimoshireantsi antanteari ashi Teatro Cívico ashi Indianápolis ora shiakantsi nampitsisato antateari okantea intarori ashi nampitsi.	Otimabeita otsipa shiakantatsiri iroakerari ikimoshiretakantakero ora 85 kimoshireantsi, iro kantaincha otaanaka.	neutral
cni	Akoajeiti koachaneri anyetanteari aisati obetsike kameetsasanori obametantsiripee.	Eiro akoitsi ayeete obametantatsiripee, impokashijeittake.	contradiction
cni	nopiajeitajaro ashi eee eee Grand Rapids itsonkantanakarori aparo notomi	Nojajeitaiti Grand Rapids namenaiteri atomi itsonkantakarori.	entailment
cni	Kapichaji aneayetiripee oshiaro pashinitakanakerori nanterime.	Nomabetaka nanterome.	entailment
cni	Yantajeitake aparopee sampitantsi, nakakeri jero ikantajeitakena: Paajero timotimpiri aisati pijate meeka pareteari pijatemeri aririka paretantakari Washington.	Ikantetakena nanajero aparo timantarori kitamarori.	neutral
cni	ooo, jee, aisati narori nonkanteme, oka, nobarashiyetearo, niobetaka ikantemeri, oka, ineajetero aparopee pokajeitaitatsiri kempe, kantakea	Naro nojokabenteri I'll Fly Away.	entailment
cni	Pamitakotakero nampitsi otime oshentea kameetsasanori ashikoyayetaincharipee irashi piratsipee jero pankirentsipee aisati antempa iyotakotantsipee irooperori onjantakotirori kantashitachari, otsipatakaro antantanakeari isabikaperatantanakeari añaayetatsiripee.	Ora Sociedad amenakoyetajiri piratsipee.	entailment
cni	Intakantanakarori kempe aparo apatochari itimita obakotantatsiri 1973 yonijantakeri obemerentsi nampitsiki kempe Gary, Elkhart jeri Terre Haute, antachaneri obamentantsi ashi IRT meeka kitaiteriki	Aparopee obakotantatsiri anakotantaintsiri ashi Ocar ijajeitake Indiana 1973.	neutral
cni	Jee aisati aparoni jaoka okantea nokempoyaero timatsi kempe meeka irointi kitaiteri otimantari amapokero ashi iroori	Nantakenero kitaiteriki otimantakari imapokayetakero iroori.	entailment
cni	irointi aparo pitetsa okoakotirori	¿Omateampa koakotirori osheki ashi 20?	neutral
cni	Antayeetir amenirori osarentsiki okantakotiri ashi Sociedad Maennerchor okantakotiri pokapinitatsiri jitaperotachari obametantsipankoki.	Ora nampitsi Maennerchor aake aparo millon abisanaintsiri osarentsi.	neutral
