language	premise	hypothesis	label
quy	Kusa, imaynanpitaq mana qallarinkichu imaynanpitaq aswan chaypi hamutanaykipaq aswan pacha kapusurqanki, manataq ima hukusunkichu	Tukusqanmanata riwaq manataq imatapas yachankichu.	contradiction
quy	chaynallataqmi allinchasqa kachkan llapa llamkaqmasinkuna allin juicionta yachapayanampaq	llapallaykichiktam anchata qayachikuyta ruwaniku kay juicio mana allin ñawparisqata ama yachapayanaykichikpaq	contradiction
quy	Texasmantachu hamunki imaynayá, ichapasya mana yachanichu, amam huk sutikunata ruranmankuchu, ichaqa sutillapas armakuna controlasqanqa mana allin qawasqachusmi kachkan, hamutayman	Texasqa control de armasmanta sinchi kamachikuykuniyuqkunachusmi kanman	neutral
quy	Qullqitam munaniku akllaspa allinta yachachiqkunata yachachinaykupaq	Aswan allin yachachiqkunatam munaniku.	entailment
quy	Tecnología allin imapaq kaspapas, akchipaq kallpaynin hinatam rirachiwanchik	tecnologia nisqam llapa yachapakuykuna qamutasqaykuta utqayninta masiarun mana wiñaypaq qawarisqaykuta	neutral
quy	awa, chayna pakaykusqallam karqa	ancha akllasqallam karqa	entailment
quy	Kamasniqlla, IRT nisqapi huk masi teléfono nisqanta sullunchakunapaq qayanqa	teléfono nisqanta qullqita qunmanchu	entailment
quy	Llapa mikuyninmanta , llapa sachakunamanta chaynallataq zoologico uywakuna waqaychasqanmanta qullqichay	Llapa uywakuna waqaychasqanmanta qullqichay refugiopi	contradiction
quy	oh, Snake Rivermi karqa, oh Snake River achka paypi amaruwan	Snake Riverqa quntacha amaruwanmi kachkan	entailment
quy	Yuqar suytu puyukuna tukuy nastin hanay pachapi chiqirichisqa	Qanam pacham chuya anqas llimpiyuq kaypi chaypi puyuyuq.	entailment
quy	CIA nisqam película nisqata uraykachirqa hinaspam Naciones Unidasman paqarintanta aparurqa	CIA nisqam paykunapaq filmaciónkunata churarurqa	contradiction
quy	Hina chaynallapas chunka, iskay chunka watapas kanmankum, sutillapas kayqa pinqaychusmi	Unallay unaysu kaqa sutillapas uma muyuchusmi	entailment
quy	Virgiaman tukuq qipa contrato quykusqaymun yachasqayki hina, Gratin fraudeta ruraspa llallisqanmanta amaña pirqay llamkayta rurananpaq utaq chay niraqmanta demantapi kachkan	Llapachan contratokunam mana sasachakuywan firmasqa karun	contradiction
quy	Ñuqapaq ruranayki kachkan.	Mayqin yanapaytapas manam munanichu.	contradiction
quy	Chaymi ripukuqta uyarirqani, chayraykum ruranaykunata tukupachkani.	Kunan achikyaqta llamkaykuna quwasqantam rurachkani.	neutral
quy	Watukuqkunaqa Hilbert Conservatoriopi achka kusikuykunata qawankuman.	Chayaqkunam Conservatorio de Hilbertpim achkaniraq espectaculo nisqa qawayta atinqaku	entailment
quy	Chay ukullapi karqa.	Ripunchá nirqaniku, ichaqa qiparukusqa.	neutral
quy	¿Yachachiqkunachu icha taytamamakunachu …, nikchkanki?	Imatataq yachachiqkunamanta taytakunamanta nipayachkanki	neutral
quy	Ari, huk Cooperativa de Créditonniy kanmi	Sapa kutin Cooperativa de Crétitonniyta watuni	neutral
quy	Markawan riqsiykachiy icha ima ruranaykitachu nisunki, ima ruranaykitachu nisunki, ichaqa kikimantam llapanta ruranayki	Manachu imayna ruranata qalaycha nisunki	contradiction
quy	An, na.. hinaspataq....pawayninmi yapakurun, yapakurun aswanta yapakurun extrajeroman chayanaykukama.	Astawan apuraw karqa.	entailment
quy	Yaytayku sapa kutin ama uywa kasqanta ninanchikta kamachwarqaku.	Taytaykuqa criaturam kanku nirqa, mana uywachu.	neutral
quy	Hukmanta aswan llamkayniymi kan	Kanmi llamkayniy	entailment
quy	mmm…..iskay waranqa pichqa pachak runakunam karqa ñuqa kuskanchakuptiyqa, mmmm…	Sutillapas kuskanchakuruptiyqa huk iskay riqsisqay runañachusmi karqa	neutral
quy	Ichaqa yachanin wakinkunapiqa, achka llaqtachakunapiqa, manam ancha allinchu kanku	Manam ancha allinllu zonas rurales nisqa llaqtachakunapiqa kanku	entailment
quy	Hamutayniyqa chiqaqtaqa allinchusmi kanqa chaymantam ruranchik, niytaqa muna llapan runa qawarichiwaqninchiq representante nisqataqa huktaqa qinananchik	Sutillapas manam allinchu chay riqsichiwananchik representante nisqa huk qinayqa allinchuqaya kanqa, chaynaqa manam huktaqa qinachwanpaschu	contradiction
quy	Chay raykum mana Universidadpi graduakurqanichu, manam haykapipas, manam kaykapipas liyinay librukunata liyirqanichu.	Matrículawanñam Universidadta tukurqani.	contradiction
quy	Civic nisqapa qullqinkuna wasi tukusqamantam yaykumun, programakunawan talleres nisqa yachachiykunamanta, instalación, fundaciónkuna, patrocinadores corporativokuna hinataq sapakama yanapakuna qammanta hina hamuqkunawan	Manam pipas imatapas quwarqakuchu, ichaqa achkam qullqiyku kachka, chayqa ancha llinmi	contradiction
quy	Hina, yaw, quqarikuruptinqa hina quqarikuspanqa, «güis» nisqata ruranman chay umayki qurqunman hinaraq.	Oleada electricidad kaptinqa, anchunpi pipas kaqtam kirirunman.	neutral
quy	Chutaptiy, qurquy qallariynapaq qatanta qurquptin, aeronave pawachkaptin ichuqninpi wichirusqanta rikuchin.	Aviónpi wichiruq instrumentokuna karqa.	entailment
quy	Watukuqkunaqa Hilbert Conservatoriopi achka kusikuykunata qawankuman.	Chayaqkunaqa Conservatorio de Hilbertpiqa West Side Story qawayllatam atinqaku	contradiction
quy	Waw, Teatropi qawaqchusmi riyman hinaspa cena nisqapaq rimanakamuyman chaypi tiyaykuspa chaymanta rimanaykupaq	Espectáculo nisqa tukuyninmanta cena nisqa mikuq richwanchu	entailment
quy	Uh-huh, allinllachu, tupananchikkama	!tupananchikkama	entailment
quy	Oh, ari, ñuqaqa ninay karqa, kayta, pawasaq, chay na, sutillapas chaychusmi narqa, huk kaq qawakuqkuna tarirunan karqa, chay naya	I'll Fly Awayta ñuqaqa akllaruyman	entailment
quy	Sapa punchaw llamkayqa allinman chayay llapa huñu runakunapa yanapakuyninwanmi, wakinpiqa qampa huñuykikuna hinakunawan	Allin rimanakuyman chayanapaq rurayqa manam qampa llamkaynikiwanchu apakurqa	contradiction
quy	Actores itenirantes hina waranqa isqun pachak qanchis chunka kimsayuq watata qallariq Gary, Elkhart hinataq Terre Hautepi yachapakuqkunapaq actuay qallariqmi, kunan programa educativo IRT nisqa kunan punchaw	Wakin actorkunam Indiana nisqata waranqa isqun pachak qanchis chunka kimsayuq watata purirqaku	entailment
quy	Manataqmi qawanipaschu imaynata ñuqa ruranayta suyasqanta.	Manam yachanichu imaynanpi ñuqa llinpiy tukunay suyasqanta.	neutral
quy	Manañam ima horastapas nirqachu, hinaspam pisipasqata richiwarqa, hinaqa manam imaypi kananta yachaspaychu.	Espectaculo imaynanpipas mana qawaykunaymanta llakikurqani mana imay oras kasqanta yachaspa.	neutral
quy	Payqa manam riyta atirqachu.	Manam paytaqa yaykuchiqarkuchu.	entailment
quy	CIA nisqam película nisqata uraykachirqa hinaspam Naciones Unidasman paqarintanta aparurqa	CIA nisqam ONU nisqaman películata aparamurqa	entailment
quy	Manam pastel nisqawan ima rurayta atirqanichu	Manam haykappipas mana hamutayniyuqa pastel nisqapaqqa qiparquymanchu	contradiction
quy	Manañam ima horastapas nirqachu, hinaspam pisipasqata richiwarqa, hinaqa manam imaypi kananta yachaspaychu.	Manam imamantaps manchakusqachu karqani.	contradiction
quy	Chaypim Rudolph Andersonta churarqaniku, kimsa U2 kuska pawasqanpi.	Rudolph Andersonta mana maypipas tariyta atiwaqchu, chaymi U2 nisqalla kapuwarqaku.	contradiction
quy	Chaymantapas huk kaqtam yaqapas qawayman, oh, sutillapas huk V suqta nisqamanta	Sutillapas V6 nisqachusmi allin ruray	neutral
quy	Ari hinaqa churaykusun hinalla ay, na hina, mana yachasqan paypaq karqa chaymi karqa	cumpleañonpiqa manam imatapas ruraranikuchu	contradiction
quy	¿Imanasqataq mana wilasurankichu?	Manachusmi imapas kanchu mana pay nisunaykipaq.	contradiction
quy	Chaymantapas huk kaqtam yaqapas qawayman, oh, sutillapas huk V suqta nisqamanta	V6 qawaytam yuyaymanachkani	entailment
quy	Young library hinataq Love is Reading Together Week masin hinakunapa programakuna maqtakunata qawarin hinaspa wiñariyninmanta likana kaq mañata yacharichin	Kanmi Programa nisqakuna warmakunata iskaykaman punchawkunapi likana wasiman rinanpaq kallpachaq	neutral
quy	Hatun mamayqa 1910 watapim paqarirqa, uchuy warmacham karqa.	Hatun mamayqa 1 punchaw julio killapi 1910 watapim paqarirqa.	neutral
quy	Kay atracción botánica 3,3 acres sayayniyuqmi ancha allin sumaq jardinkunawan sumaq qawakun, sachakunamanta informaciónwan huk sacha sachawan munay llinpisqa kan	Kay kaqa yunkapi waytakunawan sumaq sachakunawan quntam kachkan	neutral
quy	Oh, ari, ñuqaqa ninay karqa, kayta, pawasaq, chay na, sutillapas chaychusmi narqa, huk kaq qawakuqkuna tarirunan karqa, chay naya	I'll Fly Awaymi munasqay peliculay chaytam punchawkunapi qawani	neutral
quy	Kunan wata kaqpiwan wata hamuqman, Escuela de derecho pisiyachisqanta quqarinan apropiación estatal kasqanman hina hinataq achkanpi chaninkuna kaqmanta 400 000 $ tawa pachak waranqa huñuman llapan haypaqwan	facultad de derecho programa nisqanmi ñawparirqa qullqi kasqan pisiyanampaq	neutral
quy	Ari, huk inalámbrico nisqachusmi kapusuranki	Kanmantaqmi karqa huk cablewan yaykuq	neutral
quy	oh, allinmi, ñuqapa ordenadorniymi kachkan, iskay PC nisqam wasipi kapuwanku ichaqa manam mayqipas ñuqapachu, manataqmi mayqinpas llamkayniywanqa tupanachisqachu kachkan	wasiypim huk HP Apple ordenador kapuwachkan	neutral
quy	ari, hina chaynapas, kutimurani kikiyman, qillqanayman	tiyanaymanmi kutirqani	entailment
quy	Sapa punchaw paqariq sumaq rimanakuykunaqa Runa huñupa ruwasqankunawan kawsarisqanraykum.	Huñu runakunam runakuna artepi kaqkuna tariyta yanapan llapa runakunata	neutral
quy	Mana gatillonwanqa tuqyanmanchu.	Gatillom tuqyachin.	entailment
quy	Hukunawanmi rurarqaniku wakin masiykuwanmi Dia de la Madre punchaw hinata chaypim chullanakuspa yaykurqaku	Wakin masiykuna Dia de la Madre nisqata raymicharqaku	entailment
quy	Anchataqa kusirichiwan IRT nisqam yachaqkunapaq teatromanata yachaykunata huklaw tiqsi muyu suyukunapi qun	IRT nisqaqa fútbol nisqawanmi kuskanchakusqa kachkan	contradiction
quy	Nueva Yorkwanmi qallarisqaku kay primo nisqan ayllunkuna watunankupaq hinaspa qiparqunku mana imayna kutiyta atimuptinku, hinaptinmi paykunawan qiparqurqa.	Brooklynpi ayllunkunawan qiparurqa.	neutral
quy	kunan huk ima allinmi pasarkuwan. Manam ancha umay manarqanichu huk hatun empresakunamanta yananpiqa yachachiykunamantapas paganmankum	Manam mayqin compañiapas yachay chaninchaypiqa yanapakunchu, kikinkumanta hatun uchuy kasqanmantapas.	contradiction
quy	1999 watapi Indianapolis Museo de Arte nisqata yanapamusqaykimanta anchata riqsikuykiku.	Museo nisqata yanapamusqaykiwan ancha kusisqa kachkaniku.	entailment
quy	Ichaqa, base de datospi yanapakuna, revistakunapa, Jurídicos maytukuna chanin yapakusqan hukmansun niwachkanchik kunan kaqlla maytukunata churayarachiymi presupuesto kaqta masyarunña	Kunan kaq colecciones nisqa churaypa chaninmi watapi kimsa ñiqi presupuesto nisqapa chanillan kachkan	contradiction
quy	eh, uh, arí, chaynam wakpi huk letrero kapusuchkanki suwa chayamuspa Linea telefónónica nisqata kuchuptin kay sistema de alarmakunam kachkan niq	compañía de alarmas nisqam ventanakunapi qinanaykipaq nisunki	neutral
quy	Ichaqa, hukpiqa, achka mapachestam, zarigueyas, tukuy niraq tortugastam mikurqaniku	tukuy niraq uywakuna chay tortuga, mapache, comadreja nisqatam mikurqani	entailment
quy	Kaqninpiqa, Huk fundaciónpa ejecutivo nisqa, rantikuna umalliqkuna, yachay sapakuna, profesionales ñawpaqman puririchiq kikillankumanta mana qullqipaq sumaq yachay sapa kaqkunaman huñukunki	Kay huñuqa ancha chaniyuq runaku quntawanmi kachkan	entailment
quy	kawsaykunapim hatuschakunki	Ukupi hatusman rirqarkichu	contradiction
quy	Sutikunata, maypi kasqanta, teléfonopa yupayninta chaynallataq escuelapa mana kaqninkumanta willakuytam minkakuqkuna chaskinqaku.	Riqkunaqa llapa riqsisqa clientekunapa sutillantam yachanmanku, manam maypi yachasqantaqa	contradiction
quy	Allinpaqmi kanan huk Fondo privado asociación hinataq kikin Universidadpa Fondon kay facultad de Derecho aswanta sayayninpi wiñananpaq chaynallataq riqsichikuspa chaninchakunanpaq	Facultad de Derecho nisqata chaninchanku, bill Gateswan Fundación Melinda nisqam	neutral
quy	Uh- huh oh payqa kusam payqa naykim yachankiñam huk personaje, payqa piwanpas tiyanqam, payqa pukllanqam piwanpas	Payqa mana riqsisqanwan tiyaytaqa manam munanchu	contradiction
quy	Ajá, kusisqachu, llakisqachu cadenas de televisión nisqapa willakuypi llamkayninwan kachkanki	Manachusmi red willakuykunata qawankuchu.	contradiction
quy	Hukmanta aswan llamkayniymi kan	Kanmi huk llamkayniymi llapan pachapim llamkani	neutral
quy	Ari, yaqapas huk, iskay pachapim munasqayta tariruni	Unay pachasupim tarirurqani	entailment
quy	Imaynanpipas puka escudo Ejercito de salvación rimayta atispaqa, Imaynatam huk runa diabaetesniyuq insolinada nisqa munaq yanapasqaykuta willasunkiman	Ejercito de salvación nisqaqa manam medicas nisqa munaqtaqa yanapanchu	contradiction
quy	Kayna pisilla ima ruraykuna anchata rurasqayta muyurichin.	Qesoichiytam munachkarqani.	entailment
quy	Texasmantachu hamunki imaynayá, ichapasya mana yachanichu, amam huk sutikunata ruranmankuchu, ichaqa sutillapas armakuna controlasqanqa mana allin qawasqachusmi kachkan, hamutayman	Texaspiqa sutillapas arma controlayqa manachusmi hinachu apakun	entailment
quy	Qawayyá, hamutaykuy.	Sapa kutim hamutani	neutral
quy	McCoy fundación de la empresata 10 000 $. Yanapanatapaq qayakamuchkan	Mc Coy aswan achka qullqitam munan, ichaqa kunanllaqa 10 000 $ mañakamuchkan	neutral
quy	Aripuni, chayqa crimen nisqataqa yaparunmanmi, yachankiñam, runaqa yaykun hinaspa televisiónta suwasunki hinaspa rantikun imaynanpi aswan llamkayta atinkuchu, yachankiñam	Kayqa crimen nisqakunataqa asllarachinqam	contradiction
quy	Manaraq mayo huk punchaw killa qallarichkantinmi waranqa isqun pachak isqun chunka hukniyuqmanta churamuqkunapa menbresía nisqata kaqllamanta rurananchik	Wakin huñupi kaqkunam kaqllamanta huktapiwan ruranmanku	entailment
quy	Teatropa qawanpiqa, IRT nisqapi artistakunaqa warmakunawan llamkaqmi aula nisqataraq rinku hinaspan teatro kaqta aswanta riqsirichinku	IRT nisqapi artistakunaqa yachay wasipim warmakunata yanapan	entailment
quy	Paykunaqa tunpallatapas yaykusqaykita yachanñam, hinaspankum manaña chaymanta aswantaqa rantinkuñachu	Paykunaqa yachachkankum 2903 $ soles nisqata killapi haypasqakuta	neutral
quy	Chutaptiy, qurquy qallariynapaq qatanta qurquptin, aeronave pawachkaptin ichuqninpi wichirusqanta rikuchin.	Llapan aviónpa instrumento nisqankuna allin kachkantaq.	contradiction
quy	Arí, yanaypiwan ñuqapam suqta kapuwachkanku	Qusaywan ñuqapam llapachanñam suqta wawayku kachkan	neutral
quy	eh imaynatataq Colorado Springs periodico nisqakuna llaqtapi willakuykunata yacharichinku	Ima ninkitaq periodico nisqakunata imayna llaqtapi willakuykuna qillqasqanmanta	entailment
quy	achkapaqqa, filantropía nisqaqa apukunapa rurayninkuwan riqsichikuynin hinallaman	Wakin runakunaqa yuyaymanata qullqi yanapaqa quyqa apu runakunallapaq kasqanta	entailment
quy	Suyaniqa kay sasachakuyraykuya aswan añanchaqa kachun	Kay sasachakuyqa ichaya huk kallpachakuyta qusunaykitam	entailment
quy	Kunan willakuysaq taytaymantam chaynallataq llapa ñawray usukuna Estados Unidosman ripukuptin kaqmantam.	Manam tayta mamaymanta rimayta munanichu.	contradiction
quy	Huq iskaytam tapukurqaku, kutichirqani, hinaptinmi niwarqaku: qipikiyta quqariy hinaspa apurawtan chayamuspayki rinanayki kaqman ripuy.	Maleta nisqa hapinayta niwarqaku.	entailment
quy	Sutikunata, maypi kasqanta, teléfonopa yupayninta chaynallataq escuelapa mana kaqninkumanta willakuytam minkakuqkuna chaskinqaku.	Riqkunaqa pikuna imayna kasqantam riqsinqaku hinataq ñawpammanta información kaqkunata	entailment
quy	Kay wasikunapa chaninqa aswan ancha ancha chaniyuqmi llapa rantiqniyku kaymanta payllayninkuqa, chaymi qullqi quwasnkunamanta hinataq sapakama qullqiwan yanapa quwasqanmanta chanin haykapanalla kananpaq kaymanta atipakuniku	Wasikunaqa yachasqamanta aswan qullqipaqmi karun.	neutral
quy	Chayqa huk activo estadom, manam huk nachu, yachankiñam, llapan sunquykiwanmi ukupi kachkawaq hinaspa allin rurayta suyawaq, manam chaytaqa iñipanichu	Sutillapas allin ruranaykipaqa chayllapichusmi llamkanayki	entailment
quy	Chayqa hukllam hina, yaw, yaqapas chunka suqtayuq hinachus carrera profesionalniypi especiales ruraykunapi karqani.	Especiales nisqa ruraykunallam munay llamkayniy karqa.	neutral
quy	Mana gatillonwanqa tuqyanmanchu.	Manam kanchu gatillon disparanapaq.	contradiction
quy	Ari, maypi yachanapaqa kanmi huk mana ancha imayna niyta atiymanchu	Maypi yachanapaq kaptinqa huk chiqaq sumaq musquymi	neutral
quy	Manchakusqaymanta sutinqa Andersonchusmi karqa, huk maqta independiente contra reaganman huk tikethman kallparuqchusmi karqa	Karqataqmi huk independiente qullqina kaykunapas allinmi karqa	neutral
quy	Hukunawanmi rurarqaniku wakin masiykuwanmi Dia de la Madre punchaw hinata chaypim chullanakuspa yaykurqaku	Dia de la Madre nisqapa Brunch nisqa qaywanankupaqmi masikuna hukllawanakurqa	neutral
quy	chayqa yananpiqa tío nisqapa quchapi chukllanpim tarikuniku hinaspan chaypi paris iskay paris punchawkuna qipaniku	Minnesotapi chukllaman hakuchik	neutral
quy	U2 ima kasqantam mana yacharqanikuchu, manataqmi pipas U2 kasqanta yacharqachu.	¡U2 kasqatam allinta yacharqaniku !	contradiction
quy	Ichaqa mana, sapa kutim, yachankiñam, waliman,wali utaq trajewan vestidoyuqtam kaypi rikunki, chaynaqa allinmi wasipi llamkay kaymanqa ropa interiorpipas riymanmi	vestido nisqawanqa qinakuniraqmi wasipi llamkaspa allin sumaqmi kani	contradiction
quy	Ñuqaqa sapaqtam yuyaymanani.	Pantachkankichusmi, kutichiyninqa arí niymi, manam, mana niychu.	neutral
quy	Manam pakanpalla kayta munarqakuchu	Chayraq suwakuy kasqanmantam harkasqa kasqaku	neutral
quy	Arí, achkallañam imankunapas karqa hina chay pachallapi aswan yaqapas pakipakururqa	Manam ima kaqninpas pakikurqachu	contradiction
quy	Haykapipas rikurqanichu, hinaqa imaynanpiyá, imaynanpipas ima rurasqay yachayta munanpaschusmi chaynataq huk kaqkunamanta	Mana rikurqanichu.	entailment
quy	Hatun mamayqa 1910 watapim paqarirqa, uchuy warmacham karqa.	Hatun mamayqa 1899 watapim paqarirqa.	contradiction
quy	Sutiki utaq huk qillqa akllasqayki huk placapi churasqa kanqa	Placapiqa sutikita utaq qillqa munasqaykitan churakunqa.	entailment
quy	Chaynama yaqapas, mmm... kusa tipisqa karqani.	Chaynatamá kanpas tiqusqata kachaykuwarqaku.	contradiction
quy	Anqas qusni alfombra nisqam Umalliqpa sello nisqata blasonninta qawachichkan tukuy niraqta huk ruyrupa ukunpi pichqa chunka yuraq quyllurwan	Alfombraqa suqta chakipa sayayninmi	neutral
quy	Chaypim Rudolph Andersonta churarqaniku, kimsa U2 kuska pawasqanpi.	Rudolph Anderson U2 nisqawan kusallata yanapaykuwanku.	neutral
quy	Chayqa hukllam hina, yaw, yaqapas chunka suqtayuq hinachus carrera profesionalniypi especiales ruraykunapi karqani.	Manam haykapipas llamkayniy karqachu.	contradiction
quy	chiqaqtaqa chiqninim atipachikuyta, ichaqa chaychusmi huk sasachakuy kanan huk patio nisqa kananrayku	Manam atipachikuyta munanichu, ichaqa chayqa jardinniki kaptinqa kanmanmi	entailment
quy	Manayá amachaq abogadollachu, aswanqa oficiales de policía, jueces chaynallataq llapan profesión jurídica llamkaqkunapas	Sistema legalpi kaqwanqa kay kaqkunaqa imananchuqa	contradiction
quy	Ari, allillanqa Texaspi huk pistola apayqa legalchuqaya, manam allinchu, ichaqa wasikipiqa kachiwaqmi	Texaspiqa manam wasiki qawapiqa pistolataqa apawaqchu	entailment
quy	Urban vietnan nisqaman ripukuptinmi pisi pachallaraq kasarakusqayku nirqa JoAnn.	JoAnnwan, Urban chayraq pichqa chunka wata kasarakusqankuta raymicharunku Pay Vietnamman ripukuptin	contradiction
quy	Hinaspa, yaw, ayllunta watukurqakuñachu yuraq niraq kayta manasqankurayku.	Manañam ayllunta watumuqkuñachu.	entailment
quy	Yachankiñataq, payqa karqa, llapan niraqpipas, platancionniyoq rumana churin hina kara achka chakrayuq runapa churin kaspa.	Taytanqa iskay waranqa acre nisqa sayay chakrayuq kasqa.	neutral
quy	Ari, allillanqa Texaspi huk pistola apayqa legalchuqaya, manam allinchu, ichaqa wasikipiqa kachiwaqmi	Texaspiqa may munasqaykipipas maki armataqa apakachawaqmi	contradiction
quy	Ancha allinmi qammanta kay puchawkuna tukuyllapiña	Iskayraqmi campaña fondo quqarinaykupaq ruranayku kachkan	contradiction
quy	Chaymi paya hatarispa cobertisopa gradanta uraykamurqa. Carreteraman purichkarqa hinaspa chaypi sayanpa qiparqun.	Wasimanta paya karunchakururqa.	entailment
quy	Tukuy niraq, tukuy niraq paracaidaskuna huk pawaq pichinkupi, kaymi, kimsakama velocidad del sonidopa, yaqapas 22 000 milla nisqan urakama.	10 000 millas uraskallata illan.	contradiction
quy	oh, allinmi, ñuqapa ordenadorniymi kachkan, iskay PC nisqam wasipi kapuwanku ichaqa manam mayqipas ñuqapachu, manataqmi mayqinpas llamkayniywanqa tupanachisqachu kachkan	wasiypim iskay ordenador kachkan	entailment
quy	Hinaptinmi pay nirqa: Mamay wasipim kachkani.	Mamanta qayamurqa iskuyla karru saqiykuchkaptin.	neutral
quy	um, tayta llapan kaqninta quytinqa mana imapas mana allinqa kanchu a uh a uh hun runa hina uh qam hina	Allinmi huk taytakuna achka suñay quynin	entailment
quy	Huk kasqanpim churakuyta yachana	huk hatipasqanta hatipayta yachay	entailment
quy	Ari, huk huñu allin akllapasqa	Huñuqa achka niraq qawariykunamanta qawariyta maskan	contradiction
